"","VIC_EDAD","VIC_ESCOLARIDAD","QUIEN_REPORTA","AGR_EDAD","AGR_ESCOLARIDAD","OTRAS_VICTIMAS","VIC_OTRAS_MUJ","HEC_ANO","ANO_EMISION","NUM_MES_EMISION","cluster_k"
"15417",50,0,1,73,2,4,1,2008,2008,9,1
"15421",30,7,1,35,7,1,0,2008,2008,9,3
"15422",25,7,1,25,7,1,0,2008,2008,9,2
"15423",29,14,1,32,15,2,0,2008,2008,9,2
"15424",17,6,1,24,6,2,0,2008,2008,9,2
"15425",24,7,1,28,7,1,0,2008,2008,9,2
"15426",43,7,1,45,7,1,0,2008,2008,9,1
"15427",30,7,1,32,15,1,0,2008,2008,9,3
"15428",23,15,2,23,7,1,0,2008,2008,9,2
"15432",32,6,1,30,6,3,0,2008,2008,9,3
"15433",50,3,1,48,1,1,0,2008,2008,9,1
"15435",36,6,1,41,0,1,0,2008,2008,9,3
"15436",18,2,1,18,0,1,0,2008,2008,9,2
"15437",34,4,1,33,6,1,0,2008,2008,9,3
"15438",41,0,1,42,6,2,0,2008,2008,9,3
"15439",31,14,1,28,11,1,0,2008,2008,9,2
"15440",29,0,1,32,6,1,0,2008,2008,9,3
"15441",34,0,1,37,0,2,0,2008,2008,9,3
"15442",26,6,1,32,6,2,0,2008,2008,9,2
"15443",48,0,1,30,5,1,0,2008,2008,9,3
"15444",35,0,1,37,0,5,0,2008,2008,9,3
"15445",28,0,1,35,1,4,1,2008,2008,9,3
"15446",26,14,1,30,6,1,0,2008,2008,9,2
"15447",30,0,1,35,2,1,0,2008,2008,9,3
"15448",35,0,1,40,0,5,0,2008,2008,9,3
"15449",49,0,1,50,3,5,1,2008,2008,9,1
"15450",25,6,1,30,3,4,0,2008,2008,9,2
"15451",37,0,1,40,2,7,0,2008,2008,9,3
"15452",22,3,1,23,0,1,0,2008,2008,9,2
"15453",24,0,1,30,0,1,0,2008,2008,9,2
"15454",40,3,1,45,2,1,0,2008,2008,9,3
"15455",30,3,1,32,4,1,0,2008,2008,9,3
"15457",47,0,1,25,0,10,5,2008,2008,9,3
"15459",35,6,1,21,6,1,0,2008,2008,9,2
"15460",20,6,1,22,6,1,0,2008,2008,9,2
"15461",28,0,1,35,0,4,0,2008,2008,9,3
"15462",20,6,1,32,5,2,0,2008,2008,9,2
"15463",41,3,1,43,3,2,1,2008,2008,9,3
"15464",20,6,1,24,6,2,0,2008,2008,9,2
"15465",40,0,1,18,6,1,0,2008,2008,9,2
"15468",58,0,1,33,0,10,3,2008,2008,9,1
"15469",52,6,1,39,6,1,0,2008,2008,9,1
"15470",37,0,1,45,0,4,0,2008,2008,9,3
"15471",41,10,1,50,14,1,0,2008,2008,9,1
"15473",17,0,1,27,0,1,0,2008,2008,9,2
"15474",25,0,1,26,0,2,0,2008,2008,9,2
"15477",22,0,1,25,0,1,0,2008,2008,9,2
"15478",22,0,1,23,0,1,0,2008,2008,9,2
"15480",64,0,1,22,0,1,0,2008,2008,9,1
"15481",16,0,1,18,6,1,0,2008,2008,9,2
"15482",26,6,1,28,6,1,0,2008,2008,9,2
"15483",43,2,1,48,3,1,0,2008,2008,9,1
"15484",32,9,1,40,6,1,0,2008,2008,9,3
"15485",36,0,1,45,0,1,0,2008,2008,9,3
"15486",23,7,1,22,6,1,0,2008,2008,9,2
"15487",63,0,1,90,7,1,0,2008,2008,9,1
"15488",34,0,1,36,6,1,0,2008,2008,9,3
"15489",21,7,1,24,7,1,0,2008,2008,9,2
"15490",24,0,1,36,6,1,0,2008,2008,9,3
"15491",45,0,1,40,0,1,0,2008,2008,9,1
"15492",31,0,1,33,10,1,0,2008,2008,9,3
"15493",35,0,1,38,0,4,0,2008,2008,9,3
"15494",45,0,1,47,1,6,3,2008,2008,9,1
"15496",27,0,1,30,6,3,0,2008,2008,9,2
"15497",30,0,1,32,0,5,0,2008,2008,9,3
"15498",25,0,1,27,0,4,0,2008,2008,9,2
"15499",25,5,1,38,0,2,0,2008,2008,9,3
"15500",27,0,1,32,0,1,0,2008,2008,9,2
"15501",22,0,1,23,0,1,0,2008,2008,9,2
"15502",58,0,1,60,0,1,0,2008,2008,9,1
"15505",45,0,1,50,0,6,3,2008,2008,9,1
"15506",30,2,1,34,4,1,0,2008,2008,9,3
"15510",49,1,1,37,2,3,0,2008,2008,9,1
"15511",30,6,1,40,14,12,4,2008,2008,9,3
"15512",32,0,1,32,0,1,0,2008,2008,9,3
"15513",74,0,1,46,2,9,4,2008,2008,9,1
"15514",31,0,1,39,3,3,1,2008,2008,9,3
"15515",19,1,1,25,14,1,0,2008,2008,9,2
"15516",25,0,1,28,0,1,0,2008,2008,9,2
"15517",32,5,1,36,0,4,0,2008,2008,9,3
"15518",19,2,1,21,3,1,0,2008,2008,9,2
"15519",54,0,1,70,2,1,0,2008,2008,9,1
"15527",32,1,1,32,1,3,0,2008,2008,9,3
"15528",23,0,1,24,0,1,0,2008,2008,9,2
"15529",30,0,1,31,6,4,2,2008,2008,9,3
"15530",25,15,1,31,6,1,0,2008,2008,9,2
"15531",36,6,1,32,6,1,0,2008,2008,9,3
"15532",31,10,1,22,6,1,0,2008,2008,9,2
"15533",47,2,1,53,0,2,0,2008,2008,9,1
"15534",33,6,1,46,4,1,0,2008,2008,9,3
"15538",40,7,1,44,7,1,0,2008,2008,9,3
"15540",42,7,1,45,7,1,0,2008,2008,9,1
"15541",24,11,1,30,7,1,0,2008,2008,9,2
"15542",31,7,1,59,7,4,0,2008,2008,9,3
"15543",43,7,1,40,0,1,0,2008,2008,9,3
"15544",33,7,2,40,7,1,0,2008,2008,9,3
"15547",59,7,2,60,7,1,0,2008,2008,9,1
"15548",39,7,1,56,7,1,0,2008,2008,9,1
"15549",38,7,1,58,7,1,0,2008,2008,9,1
"15550",25,14,1,25,14,2,0,2008,2008,9,2
"15551",33,6,1,36,6,4,0,2008,2008,9,3
"15552",25,6,1,29,7,4,1,2008,2008,9,2
"15554",58,0,1,22,6,1,0,2008,2008,9,1
"15556",29,11,1,52,23,4,0,2008,2008,9,3
"15557",34,7,1,30,7,1,0,2008,2008,9,3
"15558",21,7,1,23,7,2,0,2008,2008,9,2
"15560",19,7,1,22,7,1,0,2008,2008,9,2
"15561",21,7,1,30,7,2,0,2008,2008,9,2
"15562",38,0,1,40,4,2,0,2008,2008,9,3
"15563",25,0,1,28,6,5,0,2008,2008,9,2
"15564",34,0,1,36,0,4,0,2008,2008,9,3
"15565",25,7,1,29,7,1,0,2008,2008,9,2
"15566",16,5,1,17,6,1,0,2008,2008,9,2
"15569",29,0,1,29,0,2,0,2008,2008,9,2
"15570",20,6,1,21,9,1,0,2008,2008,9,2
"15575",35,7,1,39,7,2,0,2008,2008,9,3
"15577",18,0,1,35,7,2,0,2008,2008,9,2
"15578",19,0,2,20,7,2,0,2008,2008,9,2
"15580",17,15,1,21,15,2,0,2008,2008,9,2
"15582",20,11,1,25,11,1,0,2008,2008,9,2
"15583",33,0,1,35,0,1,0,2008,2008,9,3
"15587",20,7,2,19,7,1,0,2008,2008,9,2
"15605",36,0,1,41,0,4,0,2008,2008,9,3
"15606",25,3,1,39,14,5,0,2008,2008,9,3
"15607",31,0,1,68,0,5,0,2008,2008,9,1
"15609",55,0,1,35,0,1,0,2008,2008,9,1
"15611",31,0,1,34,0,3,0,2008,2008,9,3
"15612",31,3,1,46,14,1,0,2008,2008,9,3
"15613",36,14,1,41,20,1,0,2008,2008,9,3
"15614",22,10,1,27,13,2,0,2008,2008,9,2
"15615",36,0,1,27,3,4,0,2008,2008,9,3
"15616",29,5,1,26,0,4,0,2008,2008,9,2
"15617",38,4,1,33,0,5,0,2008,2008,9,3
"15619",68,0,1,35,0,1,0,2008,2008,9,1
"15620",38,0,1,39,6,1,0,2008,2008,9,3
"15621",21,4,1,20,3,7,2,2008,2008,9,2
"15623",22,12,1,27,2,1,0,2008,2008,9,2
"15624",37,14,1,44,13,1,0,2008,2008,9,3
"15625",33,0,1,35,0,1,0,2008,2008,9,3
"15626",57,14,1,68,14,1,0,2008,2008,9,1
"15627",45,2,1,51,3,1,0,2008,2008,9,1
"15628",57,14,1,56,14,1,0,2008,2008,9,1
"15629",41,14,2,38,14,1,0,2008,2008,9,3
"15630",45,11,1,22,2,1,0,2008,2008,9,3
"15631",25,1,1,40,7,1,0,2008,2008,9,3
"15632",45,5,1,18,4,1,0,2008,2008,9,2
"15633",21,12,1,27,10,1,0,2008,2008,9,2
"15634",34,1,1,33,3,4,0,2008,2008,9,3
"15635",34,6,1,41,6,1,0,2008,2008,9,3
"15636",32,7,1,34,6,1,0,2008,2008,9,3
"15637",20,13,1,24,10,1,0,2008,2008,9,2
"15638",40,7,1,43,7,1,0,2008,2008,9,3
"15639",30,14,1,34,15,2,0,2008,2008,9,3
"15640",58,6,1,54,6,1,0,2008,2008,9,1
"15641",15,1,1,22,2,1,0,2008,2008,9,2
"15644",38,10,1,44,13,1,0,2008,2008,9,3
"15645",40,0,1,44,0,1,0,2008,2008,9,3
"15646",35,0,1,44,7,1,0,2008,2008,9,3
"15647",38,14,1,44,10,4,0,2008,2008,9,3
"15648",20,3,1,25,0,1,0,2008,2008,9,2
"15649",29,0,1,22,0,4,0,2008,2008,9,2
"15650",58,0,1,29,0,5,3,2008,2008,9,1
"15651",35,0,1,37,1,1,0,2008,2008,9,3
"15652",27,1,1,30,5,1,0,2008,2008,9,2
"15653",35,2,1,37,6,1,0,2008,2008,9,3
"15654",42,6,1,45,10,1,0,2008,2008,9,1
"15655",61,0,1,20,0,1,0,2008,2008,9,1
"15656",22,14,1,19,11,1,0,2008,2008,9,2
"15657",25,11,1,45,0,1,0,2008,2008,9,3
"15658",39,15,1,33,15,2,0,2008,2008,9,3
"15659",19,11,1,36,15,2,0,2008,2008,9,2
"15660",39,11,1,47,15,1,0,2008,2008,9,3
"15661",18,7,1,19,7,1,0,2008,2008,9,2
"15662",40,7,1,39,11,1,0,2008,2008,9,3
"15663",41,7,1,34,15,3,0,2008,2008,9,3
"15664",58,0,1,20,0,2,1,2008,2008,9,1
"15665",32,2,1,34,9,3,0,2008,2008,9,3
"15666",26,14,1,26,6,1,0,2008,2008,9,2
"15667",19,8,1,21,14,1,0,2008,2008,9,2
"15668",40,0,1,45,0,1,0,2008,2008,9,1
"15669",27,9,1,32,13,1,0,2008,2008,9,2
"15671",58,0,1,25,2,1,0,2008,2008,9,1
"15672",44,0,1,65,0,1,0,2008,2008,9,1
"15673",28,2,1,20,2,3,0,2008,2008,9,2
"15674",28,2,1,20,3,3,0,2008,2008,9,2
"15675",45,0,1,48,11,1,0,2008,2008,9,1
"15678",30,0,1,31,6,3,0,2008,2008,9,3
"15680",36,13,1,52,17,1,0,2008,2008,9,3
"15681",32,0,1,32,5,1,0,2008,2008,9,3
"15682",23,5,1,25,4,3,0,2008,2008,9,2
"15683",22,0,2,26,2,1,0,2008,2008,9,2
"15684",45,3,1,48,4,7,2,2008,2008,9,1
"15685",25,0,1,28,3,1,0,2008,2008,9,2
"15686",23,11,1,24,15,1,0,2008,2008,9,2
"15687",27,0,1,30,0,4,0,2008,2008,9,2
"15688",18,0,1,25,0,1,0,2008,2008,9,2
"15689",15,4,2,22,12,3,1,2008,2008,9,2
"15690",25,0,1,26,3,1,0,2008,2008,9,2
"15691",34,9,1,38,14,3,1,2008,2008,9,3
"15692",32,7,1,34,15,3,0,2008,2008,9,3
"15701",40,11,1,40,7,1,0,2008,2008,9,3
"15703",40,1,1,42,2,2,1,2008,2008,9,3
"15705",21,0,1,29,13,1,0,2008,2008,9,2
"15706",21,0,1,21,0,1,0,2008,2008,9,2
"15708",32,23,1,34,23,4,2,2008,2008,9,3
"15709",30,0,1,49,0,1,0,2008,2008,9,3
"15710",44,0,1,25,7,2,1,2008,2008,9,3
"15713",34,7,1,34,15,4,2,2008,2008,9,3
"15714",28,3,1,29,15,2,0,2008,2008,9,2
"15715",64,0,1,25,4,1,0,2008,2008,9,1
"15716",22,4,1,37,6,1,0,2008,2008,9,2
"15717",21,4,1,25,0,1,0,2008,2008,9,2
"15718",42,10,1,23,15,1,0,2008,2008,9,3
"15722",28,7,1,29,7,1,0,2008,2008,9,2
"15723",53,0,1,46,0,1,0,2008,2008,9,1
"15724",24,14,1,26,14,1,0,2008,2008,9,2
"15725",19,4,1,22,2,3,0,2008,2008,9,2
"15726",24,1,1,34,1,2,0,2008,2008,9,2
"15727",29,14,1,29,14,1,0,2008,2008,9,2
"15728",29,10,1,39,15,1,0,2008,2008,9,3
"15729",27,6,1,33,6,1,0,2008,2008,9,2
"15730",25,5,1,26,15,1,0,2008,2008,9,2
"15731",33,0,2,33,0,1,0,2008,2008,9,3
"15732",25,0,1,32,1,1,0,2008,2008,9,2
"15734",26,7,1,35,7,4,0,2008,2008,9,3
"15735",25,15,1,24,7,3,0,2008,2008,9,2
"15736",21,11,2,26,7,3,0,2008,2008,9,2
"15737",17,7,1,22,7,2,0,2008,2008,9,2
"15738",37,6,1,48,0,6,0,2008,2008,9,3
"15739",25,6,1,31,10,3,0,2008,2008,9,2
"15740",42,0,1,45,3,1,0,2008,2008,9,1
"15741",49,0,1,60,0,1,0,2008,2008,9,1
"15742",42,4,1,37,14,4,0,2008,2008,9,3
"15743",27,6,1,45,0,1,0,2008,2008,9,3
"15744",48,2,1,52,9,1,0,2008,2008,9,1
"15745",32,5,1,35,0,2,0,2008,2008,9,3
"15748",36,0,1,38,6,5,0,2008,2008,9,3
"15750",20,14,1,30,10,1,0,2008,2008,9,2
"15751",46,0,1,46,6,5,0,2008,2008,9,1
"15752",29,0,1,33,6,3,0,2008,2008,9,3
"15753",23,3,1,42,2,6,1,2008,2008,9,3
"15754",28,1,1,34,4,4,0,2008,2008,9,3
"15755",27,14,1,29,10,2,1,2008,2008,9,2
"15760",24,14,1,27,0,1,0,2008,2008,9,2
"15765",20,14,1,32,14,1,0,2008,2008,9,2
"15769",29,14,1,31,10,1,0,2008,2008,9,2
"15770",29,9,1,35,2,6,4,2008,2008,9,3
"15775",43,9,1,21,5,1,0,2008,2008,9,3
"15776",29,6,1,46,10,11,4,2008,2008,9,3
"15777",16,6,1,21,6,1,0,2008,2008,9,2
"15778",22,14,1,33,14,2,0,2008,2008,9,2
"15779",30,2,1,28,0,5,0,2008,2008,9,2
"15780",40,0,1,42,2,3,0,2008,2008,9,3
"15781",32,14,1,29,10,2,0,2008,2008,9,2
"15782",22,6,1,25,3,1,0,2008,2008,9,2
"15783",30,14,1,36,6,1,0,2008,2008,9,3
"15784",36,6,1,46,6,3,0,2008,2008,9,3
"15785",15,6,1,20,6,1,0,2008,2008,9,2
"15786",19,0,1,20,6,2,0,2008,2008,9,2
"15787",18,6,1,27,6,2,0,2008,2008,9,2
"15788",26,0,1,27,0,1,0,2008,2008,9,2
"15789",23,0,1,24,6,2,0,2008,2008,9,2
"15790",28,0,1,30,6,1,0,2008,2008,9,2
"15791",36,10,1,38,6,1,0,2008,2008,9,3
"15792",32,6,1,32,0,1,0,2008,2008,9,3
"15793",29,6,1,24,0,1,0,2008,2008,9,2
"15794",18,14,1,19,14,1,0,2008,2008,9,2
"15795",26,10,1,35,14,1,0,2008,2008,9,2
"15796",25,14,2,28,6,1,0,2008,2008,9,2
"15797",20,12,1,25,14,3,0,2008,2008,9,2
"15798",47,15,1,46,23,13,4,2008,2008,9,1
"15799",39,14,1,41,18,5,1,2008,2008,9,3
"15800",30,9,1,33,11,1,0,2008,2008,9,3
"15801",33,14,1,29,6,1,0,2008,2008,9,3
"15802",40,11,1,42,14,5,0,2008,2008,9,3
"15803",23,14,1,24,14,1,0,2008,2008,9,2
"15804",32,6,1,35,6,1,0,2008,2008,9,3
"15805",52,7,1,50,10,1,0,2008,2008,9,1
"15806",32,7,1,28,10,2,0,2008,2008,9,2
"15807",37,0,1,39,10,1,0,2008,2008,9,3
"15808",28,0,1,28,0,2,0,2008,2008,9,2
"15811",30,15,1,30,15,3,0,2008,2008,9,2
"15813",19,0,1,21,1,3,0,2008,2008,9,2
"15814",33,0,1,38,1,2,0,2008,2008,9,3
"15815",36,7,1,48,7,1,0,2008,2008,9,3
"15816",26,0,1,51,7,1,0,2008,2008,9,3
"15817",16,7,1,23,7,2,0,2008,2008,9,2
"15818",29,7,1,40,7,4,0,2008,2008,9,3
"15820",27,3,1,32,14,1,0,2008,2008,9,2
"15821",14,3,1,19,0,1,0,2008,2008,9,2
"15822",42,4,1,52,0,1,0,2008,2008,9,1
"15823",39,0,1,45,5,1,0,2008,2008,9,3
"15824",51,0,1,49,0,1,0,2008,2008,9,1
"15825",15,4,1,19,6,1,0,2008,2008,9,2
"15826",18,5,1,27,6,2,0,2008,2008,9,2
"15834",18,16,1,20,14,5,2,2008,2008,9,2
"15835",16,8,1,25,13,1,0,2008,2008,9,2
"15836",28,4,1,47,0,1,0,2008,2008,9,3
"15837",47,0,1,30,0,1,0,2008,2008,9,3
"15838",16,0,1,24,0,1,0,2008,2008,9,2
"15839",33,4,1,28,3,3,0,2008,2008,9,2
"15840",28,3,1,29,0,1,0,2008,2008,9,2
"15841",21,14,1,20,13,1,0,2008,2008,9,2
"15842",55,14,1,45,14,1,0,2008,2008,9,1
"15843",25,0,1,24,1,1,0,2008,2008,9,2
"15844",18,6,1,24,10,2,1,2008,2008,9,2
"15845",22,4,1,25,4,3,0,2008,2008,9,2
"15846",22,6,1,30,9,3,0,2008,2008,9,2
"15847",20,15,1,25,15,2,1,2008,2008,9,2
"15848",31,7,1,33,7,7,1,2008,2008,9,3
"15851",22,15,1,28,15,1,0,2008,2008,9,2
"15852",40,7,1,44,7,1,0,2008,2008,9,3
"15853",27,8,1,33,15,2,0,2008,2008,9,2
"15854",27,0,1,38,7,1,0,2008,2008,9,3
"15856",23,7,1,27,11,2,0,2008,2008,9,2
"15857",52,3,2,27,6,1,0,2008,2008,9,3
"15859",22,4,1,36,10,2,0,2008,2008,9,2
"15860",35,4,1,35,4,1,0,2008,2008,9,3
"15861",20,10,1,25,12,2,0,2008,2008,9,2
"15863",21,6,1,30,10,4,0,2008,2008,9,2
"15864",30,10,1,35,6,3,1,2008,2008,9,3
"15865",27,16,1,30,6,5,0,2008,2008,9,2
"15867",29,21,1,40,20,1,0,2008,2008,9,3
"15869",31,10,1,35,9,1,0,2008,2008,9,3
"15870",17,1,2,23,2,1,0,2008,2008,9,2
"15871",22,14,1,26,6,1,0,2008,2008,9,2
"15872",28,14,1,25,14,1,0,2008,2008,9,2
"15875",33,0,2,19,6,2,1,2008,2008,9,2
"15876",28,13,1,32,0,1,0,2008,2008,9,2
"15880",49,0,2,27,6,3,2,2008,2008,9,3
"15881",45,6,1,50,3,1,0,2008,2008,9,1
"15882",46,15,1,91,15,4,0,2008,2008,9,1
"15883",20,0,1,29,0,1,0,2008,2008,9,2
"15884",21,10,1,23,6,1,0,2008,2008,9,2
"15888",44,6,1,54,0,1,0,2008,2008,9,1
"15889",39,7,1,40,7,3,0,2008,2008,9,3
"15890",30,7,1,28,7,1,0,2008,2008,9,2
"15891",38,0,1,37,7,1,0,2008,2008,9,3
"15892",22,6,1,30,10,3,0,2008,2008,9,2
"15893",20,0,1,15,7,1,0,2008,2008,9,2
"15896",35,7,1,34,7,8,3,2008,2008,9,3
"15900",25,15,1,23,15,2,0,2008,2008,9,2
"15901",43,7,1,43,15,7,0,2008,2008,9,3
"15902",26,0,1,27,6,3,0,2008,2008,9,2
"15904",51,7,1,68,7,2,1,2008,2008,9,1
"15905",23,2,1,26,0,3,0,2008,2008,9,2
"15906",33,7,1,32,7,1,0,2008,2008,9,3
"15907",56,0,1,54,0,1,0,2008,2008,9,1
"15910",78,0,1,24,15,2,0,2008,2008,9,1
"15916",25,5,1,32,14,1,0,2008,2008,9,2
"15917",24,6,1,47,7,2,1,2008,2008,9,3
"15918",46,7,1,47,7,1,0,2008,2008,9,1
"15920",66,0,1,40,0,1,0,2008,2008,9,1
"15922",38,2,1,40,1,1,0,2008,2008,9,3
"15924",45,1,1,41,2,1,0,2008,2008,9,1
"15927",25,7,1,27,7,1,0,2008,2008,9,2
"15928",33,0,1,50,0,1,0,2008,2008,9,3
"15929",27,1,1,36,2,1,0,2008,2008,9,3
"15930",41,2,1,48,0,5,1,2007,2008,9,1
"15931",36,3,1,37,6,5,1,2008,2008,9,3
"15932",44,3,1,46,4,3,0,2008,2008,9,1
"15933",35,0,2,40,0,6,2,2008,2008,9,3
"15934",27,3,1,33,0,1,0,2008,2008,9,2
"15935",47,0,1,47,0,1,0,2008,2008,9,1
"15937",47,3,1,37,6,3,0,2006,2008,9,1
"15938",20,0,1,33,4,1,0,2008,2008,9,2
"15941",30,3,1,46,6,6,0,2008,2008,9,3
"15942",16,3,2,25,3,1,0,2008,2008,9,2
"15943",21,8,1,25,10,3,0,2008,2008,9,2
"15944",38,0,1,44,14,1,0,2008,2008,9,3
"15945",41,0,1,46,3,8,0,2008,2008,9,1
"15946",17,6,1,25,0,3,1,2008,2008,9,2
"15947",27,14,1,36,14,9,4,2008,2008,9,3
"15948",13,3,2,60,0,1,0,2008,2008,9,3
"15949",16,2,1,22,0,1,0,2008,2008,9,2
"15950",59,0,1,59,3,1,0,2008,2008,9,1
"15951",42,0,1,53,3,1,0,2008,2008,9,1
"15952",20,10,1,25,14,2,0,2008,2008,9,2
"15953",20,6,1,25,6,4,0,2008,2008,9,2
"15954",37,0,1,37,6,7,0,2008,2008,9,3
"15955",41,2,1,47,4,9,0,2008,2008,9,1
"15957",37,2,1,48,0,5,0,2008,2008,9,3
"15958",34,0,1,23,6,6,0,2008,2008,9,2
"15959",27,2,1,30,3,5,0,2008,2008,9,2
"15961",26,3,1,28,0,3,0,2008,2008,9,2
"15962",27,14,1,29,14,3,0,2008,2008,9,2
"15963",19,5,1,37,3,3,0,2008,2008,9,2
"15964",21,0,1,22,0,2,0,2008,2008,9,2
"15966",29,2,1,29,6,6,0,2008,2008,9,2
"15967",36,11,1,42,15,3,0,2008,2008,9,3
"15968",35,15,1,45,6,2,0,2008,2008,9,3
"15971",38,11,1,40,7,5,0,2008,2008,9,3
"15972",38,0,1,61,0,1,0,2008,2008,9,1
"15974",20,5,1,30,3,3,1,2008,2008,9,2
"15976",26,10,1,56,3,3,0,2008,2008,9,3
"15977",30,4,1,32,4,1,0,2008,2008,9,3
"15978",27,6,1,30,9,5,0,2008,2008,9,2
"15979",23,3,1,23,6,4,0,2008,2008,9,2
"15985",26,0,1,28,7,1,0,2008,2008,9,2
"15996",33,7,1,27,7,4,0,2008,2008,9,2
"15999",29,6,1,32,10,4,0,2008,2008,9,3
"16004",35,10,1,42,20,1,0,2008,2008,10,3
"16006",40,13,1,31,13,1,0,2008,2008,10,3
"16007",25,13,1,30,13,1,0,2008,2008,10,2
"16008",26,3,1,25,8,2,0,2008,2008,10,2
"16009",42,10,1,50,14,1,0,2008,2008,10,1
"16010",33,10,1,44,10,1,0,2008,2008,10,3
"16011",35,14,1,35,14,1,0,2008,2008,10,3
"16012",30,4,1,36,11,5,0,2008,2008,10,3
"16013",31,20,1,33,10,3,0,2008,2008,10,3
"16014",40,6,1,33,6,4,0,2008,2008,10,3
"16015",48,7,1,52,7,2,0,2008,2008,10,1
"16016",39,3,1,39,10,4,1,2008,2008,10,3
"16019",30,0,1,31,7,7,0,2008,2008,10,3
"16020",23,11,1,24,15,3,0,2008,2008,10,2
"16021",23,14,1,25,10,1,0,2008,2008,10,2
"16022",28,6,1,30,6,1,0,2008,2008,10,2
"16023",34,14,1,33,14,1,0,2008,2008,10,3
"16024",37,14,1,33,14,1,0,2008,2008,10,3
"16025",42,6,2,27,6,1,0,2008,2008,10,3
"16026",23,15,1,26,11,1,0,2008,2008,10,2
"16027",25,11,1,23,11,1,0,2008,2008,10,2
"16028",25,15,1,27,15,1,0,2008,2008,10,2
"16029",50,7,1,57,15,1,0,2008,2008,10,1
"16031",36,15,1,36,11,1,0,2008,2008,10,3
"16032",36,15,1,30,15,1,0,2008,2008,10,3
"16033",25,23,1,25,23,1,0,2008,2008,10,2
"16034",19,15,1,41,7,1,0,2008,2008,10,2
"16035",44,11,1,44,7,1,0,2007,2008,10,1
"16036",31,15,1,29,11,1,0,2008,2008,10,2
"16037",27,0,1,30,15,1,0,2008,2008,10,2
"16038",28,15,1,27,15,1,0,2008,2008,10,2
"16039",29,7,1,29,7,4,0,2008,2008,10,2
"16040",35,15,1,33,15,1,0,2008,2008,10,3
"16041",28,15,1,27,15,5,1,2008,2008,10,2
"16042",21,6,1,24,6,3,1,2008,2008,10,2
"16043",43,10,1,50,15,2,0,2008,2008,10,1
"16044",42,9,1,45,15,1,0,2008,2008,10,3
"16045",38,7,1,39,15,3,1,2008,2008,10,3
"16046",32,9,1,32,12,1,0,2008,2008,10,3
"16047",28,20,1,37,17,1,0,2008,2008,10,3
"16048",34,14,1,41,14,5,0,2008,2008,10,3
"16049",50,3,1,44,0,1,0,2008,2008,10,1
"16050",28,4,1,47,6,1,0,2008,2008,10,3
"16051",37,4,1,38,9,1,0,2008,2008,10,3
"16052",33,6,1,37,15,1,0,2008,2008,10,3
"16053",41,2,1,42,3,1,0,2008,2008,10,3
"16054",39,7,1,23,0,1,0,2008,2008,10,2
"16055",27,0,1,30,6,3,2,2008,2008,10,2
"16056",45,0,1,42,6,1,0,2008,2008,10,1
"16057",21,3,1,24,6,1,0,2008,2008,10,2
"16058",22,15,1,27,10,3,0,2008,2008,10,2
"16059",15,6,1,20,10,1,0,2008,2008,10,2
"16060",48,10,1,24,14,1,0,2008,2008,10,3
"16061",32,0,1,37,0,2,0,2008,2008,10,3
"16062",39,0,1,56,0,1,0,2008,2008,10,1
"16064",19,6,1,22,15,1,0,2008,2008,10,2
"16065",29,7,1,27,18,1,0,2008,2008,10,2
"16066",22,10,1,27,6,1,0,2008,2008,10,2
"16067",35,6,1,44,10,1,0,2008,2008,10,3
"16068",21,0,1,23,0,1,0,2008,2008,10,2
"16069",27,21,1,29,10,1,0,2008,2008,10,2
"16070",38,10,1,42,14,1,0,2008,2008,10,3
"16071",27,9,1,45,9,1,0,2008,2008,10,3
"16072",20,9,1,23,4,1,0,2008,2008,10,2
"16073",34,7,1,27,15,1,0,2008,2008,10,2
"16074",37,10,1,39,1,1,0,2008,2008,10,3
"16075",19,10,1,31,15,1,0,2008,2008,10,2
"16077",18,10,1,21,9,1,0,2008,2008,10,2
"16078",29,6,1,27,18,1,0,2008,2008,10,2
"16079",32,15,1,38,15,4,0,2008,2008,10,3
"16080",30,7,1,42,15,5,0,2008,2008,10,3
"16081",32,15,1,30,7,3,0,2008,2008,10,3
"16082",34,13,1,41,10,1,0,2008,2008,10,3
"16084",35,6,1,38,6,1,0,2008,2008,10,3
"16085",24,13,1,24,10,1,0,2008,2008,10,2
"16086",49,16,1,49,13,1,0,2008,2008,10,1
"16087",30,6,1,30,5,1,0,2008,2008,10,2
"16088",47,21,1,54,21,1,0,2008,2008,10,1
"16090",40,1,1,28,3,1,0,2008,2008,10,3
"16091",37,6,1,30,2,1,0,2008,2008,10,3
"16094",31,6,1,31,10,2,0,2008,2008,10,3
"16095",34,14,1,38,14,1,0,2008,2008,10,3
"16096",19,2,1,32,6,3,0,2008,2008,10,2
"16097",35,6,1,37,6,1,0,2008,2008,10,3
"16098",27,6,1,45,6,1,0,2008,2008,10,3
"16099",37,3,1,33,1,1,0,2008,2008,10,3
"16101",32,6,1,32,10,1,0,2008,2008,10,3
"16102",20,3,1,55,10,2,0,2008,2008,10,3
"16103",30,15,1,32,15,1,0,2008,2008,10,3
"16104",14,7,1,27,7,1,0,2008,2008,10,2
"16105",54,7,1,37,15,2,0,2008,2008,10,1
"16106",50,7,1,28,7,2,1,2008,2008,10,3
"16107",27,15,1,29,15,1,0,2008,2008,10,2
"16108",29,15,1,28,11,2,0,2008,2008,10,2
