"","VIC_EDAD","VIC_ESCOLARIDAD","QUIEN_REPORTA","AGR_EDAD","AGR_ESCOLARIDAD","OTRAS_VICTIMAS","VIC_OTRAS_MUJ","HEC_ANO","ANO_EMISION","NUM_MES_EMISION","cluster_k"
"76389",46,13,1,54,3,3,1,2010,2010,4,1
"76390",36,10,1,24,8,1,0,2010,2010,4,2
"76392",29,0,1,30,6,1,0,2010,2010,4,2
"76394",19,7,1,38,7,1,0,2010,2010,4,2
"76395",19,7,1,38,7,1,0,2010,2010,4,2
"76396",24,3,1,30,7,1,0,2010,2010,4,2
"76398",22,7,1,24,7,1,0,2010,2010,4,2
"76399",28,15,1,38,15,1,0,2010,2010,4,3
"76400",38,7,1,44,7,1,0,2010,2010,4,3
"76401",38,0,1,17,7,1,0,2010,2010,4,2
"76402",45,6,1,48,7,1,0,2010,2010,4,1
"76403",59,7,1,62,0,1,0,2010,2010,4,1
"76404",27,23,1,27,14,1,0,2010,2010,4,2
"76405",27,14,1,26,6,2,0,2010,2010,4,2
"76406",19,10,1,20,10,2,0,2010,2010,4,2
"76407",26,6,1,25,5,3,0,2010,2010,4,2
"76408",52,7,1,17,7,1,0,2010,2010,4,3
"76409",59,0,1,37,7,1,0,2010,2010,4,1
"76410",23,7,1,44,11,1,0,2010,2010,4,3
"76411",23,23,1,47,23,1,0,2010,2010,4,3
"76412",50,6,1,56,10,1,0,2010,2010,4,1
"76413",29,10,1,59,6,1,0,2010,2010,4,3
"76414",23,7,1,23,6,1,0,2010,2010,4,2
"76415",35,6,1,35,6,1,0,2010,2010,4,3
"76416",25,7,1,23,7,1,0,2010,2010,4,2
"76417",29,7,1,29,15,1,0,2010,2010,4,2
"76418",14,3,1,47,8,1,0,2010,2010,4,3
"76419",16,9,1,23,0,1,0,2010,2010,4,2
"76420",21,0,1,29,0,1,0,2010,2010,4,2
"76421",57,0,1,51,0,1,0,2010,2010,4,1
"76422",36,10,1,24,6,1,0,2010,2010,4,2
"76423",40,6,1,40,6,1,0,2010,2010,4,3
"76424",29,0,1,24,0,1,0,2010,2010,5,2
"76425",31,11,1,34,15,1,0,2010,2010,5,3
"76426",17,0,1,19,0,1,0,2010,2010,5,2
"76427",27,14,1,29,13,1,0,2010,2010,5,2
"76428",24,3,1,25,6,1,0,2010,2010,5,2
"76429",27,7,1,31,7,2,0,2010,2010,5,2
"76430",38,11,1,46,15,1,0,2010,2010,5,3
"76431",30,7,1,32,11,2,0,2010,2010,5,3
"76432",27,7,1,38,15,3,0,2010,2010,5,3
"76433",27,7,1,49,0,1,0,2010,2010,5,3
"76434",38,11,1,34,7,1,0,2010,2010,5,3
"76435",65,6,1,31,6,1,0,2010,2010,5,1
"76436",32,6,1,27,6,1,0,2010,2010,5,2
"76437",30,6,1,43,6,1,0,2010,2010,5,3
"76438",57,0,1,66,7,1,0,2010,2010,5,1
"76440",25,0,1,41,6,1,0,2010,2010,5,3
"76441",28,10,1,31,6,1,0,2010,2010,5,2
"76442",27,7,1,54,7,1,0,2010,2010,5,3
"76443",19,7,1,21,7,2,0,2010,2010,5,2
"76444",25,2,1,43,0,3,1,2010,2010,6,3
"76445",40,10,1,40,14,1,0,2010,2010,6,3
"76446",17,0,1,20,6,1,0,2010,2010,6,2
"76447",32,15,1,33,10,1,0,2010,2010,6,3
"76448",48,0,1,50,0,1,0,2010,2010,6,1
"76449",20,0,1,23,0,1,0,2010,2010,6,2
"76450",38,14,1,38,10,4,0,2010,2010,6,3
"76451",24,0,1,27,11,1,0,2010,2010,6,2
"76452",36,10,1,40,14,1,0,2010,2010,6,3
"76453",26,14,1,33,13,2,0,2010,2010,6,2
"76454",26,0,1,30,7,1,0,2010,2010,6,2
"76455",33,15,1,33,6,1,0,2010,2010,6,3
"76456",31,7,1,33,6,2,1,2010,2010,6,3
"76457",27,15,1,27,7,1,0,2010,2010,6,2
"76458",36,7,1,37,7,2,1,2010,2010,6,3
"76459",25,13,1,42,6,1,0,2010,2010,6,3
"76460",50,15,1,56,15,1,0,2010,2010,6,1
"76461",21,15,1,19,7,1,0,2010,2010,6,2
"76462",26,0,1,26,0,1,0,2010,2010,6,2
"76463",17,11,1,30,7,1,0,2010,2010,6,2
"76464",26,3,1,32,5,4,0,2010,2010,6,2
"76465",31,7,1,33,4,2,0,2010,2010,6,3
"76466",42,10,1,45,6,1,0,2010,2010,6,1
"76467",30,10,1,24,10,1,0,2010,2010,6,2
"76468",27,4,1,32,6,1,0,2010,2010,6,2
"76469",32,10,1,35,10,1,0,2010,2010,6,3
"76470",59,0,1,59,3,1,0,2010,2010,6,1
"76471",19,5,1,24,4,1,0,2010,2010,6,2
"76472",19,6,1,26,4,3,0,2010,2010,6,2
"76473",25,10,1,33,10,1,0,2010,2010,6,2
"76474",36,15,1,36,14,1,0,2010,2010,6,3
"76475",44,6,1,28,6,1,0,2010,2010,6,3
"76476",22,6,1,36,6,1,0,2010,2010,6,2
"76477",17,6,1,36,6,2,0,2010,2010,6,2
"76478",45,7,1,22,6,1,0,2010,2010,6,3
"76479",33,6,1,40,6,1,0,2010,2010,6,3
"76480",31,6,1,33,6,2,0,2010,2010,6,3
"76481",19,6,1,40,6,2,0,2010,2010,6,2
"76482",29,0,1,30,0,1,0,2010,2010,6,2
"76483",24,3,1,20,0,1,0,2010,2010,6,2
"76484",26,6,1,25,14,1,0,2010,2010,7,2
"76485",21,7,1,27,11,4,0,2010,2010,7,2
"76486",24,15,1,22,0,1,0,2010,2010,7,2
"76487",29,15,1,25,0,1,0,2010,2010,7,2
"76488",33,8,1,30,0,1,0,2010,2010,7,3
"76489",18,3,1,20,8,1,0,2010,2010,7,2
"76490",40,14,1,29,3,1,0,2010,2010,7,3
"76491",46,7,1,20,7,3,1,2010,2010,7,3
"76492",63,4,1,73,2,1,0,2010,2010,7,1
"76494",19,7,1,23,7,2,0,2010,2010,7,2
"76495",35,7,1,38,7,2,0,2010,2010,7,3
"76496",30,15,1,31,15,2,0,2010,2010,7,2
"76497",42,15,1,39,7,1,0,2010,2010,7,3
"76498",15,7,1,18,7,1,0,2010,2010,7,2
"76499",40,0,2,45,0,3,0,2009,2010,7,1
"76500",27,0,1,28,7,4,0,2010,2010,7,2
"76501",44,7,1,50,7,1,0,2010,2010,7,1
"76502",23,0,1,50,15,1,0,2010,2010,7,3
"76503",24,7,1,26,7,1,0,2010,2010,7,2
"76504",17,7,1,28,7,1,0,2010,2010,7,2
"76505",47,0,1,49,0,3,0,2010,2010,7,1
"76506",38,15,1,36,15,1,0,2010,2010,7,3
"76507",37,15,1,36,7,1,0,2010,2010,7,3
"76508",29,0,1,29,3,2,0,2010,2010,7,2
"76509",34,0,1,45,7,4,0,2010,2010,7,3
"76510",27,14,1,33,2,1,0,2010,2010,7,2
"76511",17,1,1,19,5,2,0,2010,2010,7,2
"76512",24,6,1,22,6,3,1,2010,2010,7,2
"76513",45,0,1,30,6,2,1,2010,2010,7,3
"76514",25,6,1,26,10,1,0,2010,2010,7,2
"76515",35,10,1,38,10,1,0,2010,2010,7,3
"76516",52,6,1,48,6,2,0,2010,2010,7,1
"76517",19,10,1,21,7,2,0,2010,2010,7,2
"76518",30,6,1,43,6,4,0,2010,2010,7,3
"76519",17,10,2,20,10,2,0,2010,2010,7,2
"76520",21,0,1,29,6,3,1,2010,2010,7,2
"76521",36,10,1,39,10,1,0,2010,2010,7,3
"76522",42,14,1,39,14,1,0,2010,2010,7,3
"76523",22,6,1,26,10,1,0,2010,2010,7,2
"76524",37,0,1,45,0,1,0,2010,2010,8,3
"76525",24,6,1,27,6,3,1,2010,2010,8,2
"76526",31,0,1,27,0,1,0,2010,2010,8,2
"76527",26,0,1,25,0,1,0,2010,2010,8,2
"76528",16,11,1,21,6,1,0,2010,2010,8,2
"76529",30,14,1,47,3,1,0,2010,2010,8,3
"76530",32,6,1,29,3,1,0,2010,2010,8,2
"76531",28,14,1,26,10,1,0,2010,2010,8,2
"76532",35,9,1,26,7,3,0,2010,2010,8,2
"76533",20,15,1,42,7,2,1,2010,2010,8,3
"76534",28,23,1,30,15,3,0,2010,2010,8,2
"76535",24,11,1,25,11,2,1,2010,2010,8,2
"76536",41,15,1,29,7,1,0,2010,2010,8,3
"76537",48,0,1,45,15,1,0,2010,2010,8,1
"76538",79,0,1,40,6,1,0,2010,2010,8,1
"76539",19,6,1,29,6,2,0,2010,2010,8,2
"76540",29,6,1,45,6,1,0,2010,2010,8,3
"76541",45,7,1,37,7,1,0,2010,2010,8,3
"76542",27,7,1,57,0,1,0,2010,2010,8,3
"76543",68,0,1,40,6,1,0,2010,2010,8,1
"76544",19,6,1,23,6,1,0,2010,2010,8,2
"76545",30,14,1,46,10,1,0,2010,2010,8,3
"76546",33,14,1,33,14,1,0,2010,2010,8,3
"76547",30,14,1,30,7,1,0,2010,2010,8,2
"76548",35,7,1,52,7,1,0,2010,2010,8,3
"76549",23,14,1,25,14,1,0,2010,2010,8,2
"76550",30,0,1,29,7,1,0,2010,2010,8,2
"76551",32,6,1,29,6,1,0,2010,2010,8,2
"76552",38,6,1,23,6,1,0,2010,2010,8,2
"76553",21,14,1,21,14,1,0,2010,2010,8,2
"76554",29,6,1,33,6,4,0,2010,2010,8,3
"76555",23,6,1,39,10,1,0,2010,2010,8,3
"76556",19,6,1,26,6,1,0,2010,2010,8,2
"76557",41,14,1,45,6,1,0,2010,2010,8,3
"76558",20,14,1,20,6,1,0,2010,2010,8,2
"76559",27,7,1,32,6,1,0,2010,2010,8,2
"76560",20,6,1,21,6,1,0,2010,2010,8,2
"76561",20,6,1,50,6,1,0,2010,2010,8,3
"76562",46,6,1,28,6,1,0,2010,2010,8,3
"76563",70,0,1,60,0,1,0,2010,2010,8,1
"76564",28,15,1,22,15,1,0,2010,2010,9,2
"76565",27,15,1,28,15,1,0,2010,2010,9,2
"76566",22,7,1,20,11,1,0,2010,2010,9,2
"76567",34,14,1,38,14,5,0,2010,2010,9,3
"76568",28,6,1,49,0,1,0,2010,2010,9,3
"76569",25,11,1,25,11,2,1,2010,2010,9,2
"76570",29,15,1,29,7,1,0,2010,2010,9,2
"76571",35,7,1,38,7,1,0,2010,2010,9,3
"76572",20,15,1,21,7,2,0,2010,2010,9,2
"76573",25,6,1,25,6,1,0,2010,2010,9,2
"76574",33,7,1,37,6,1,0,2010,2010,9,3
"76575",26,14,1,28,14,1,0,2010,2010,9,2
"76576",26,6,1,26,6,1,0,2010,2010,9,2
"76577",34,7,1,38,7,1,0,2010,2010,9,3
"76578",70,0,1,37,0,1,0,2010,2010,9,1
"76579",49,6,1,26,6,1,0,2010,2010,9,3
"76580",25,6,1,30,6,1,0,2010,2010,9,2
"76581",29,6,1,30,0,1,0,2010,2010,9,2
"76582",34,0,1,23,2,6,0,2010,2010,10,2
"76583",26,6,1,29,0,1,0,2010,2010,10,2
"76584",43,8,1,31,0,1,0,2010,2010,10,3
"76585",42,6,1,33,2,1,0,2010,2010,10,3
"76586",27,14,1,30,14,1,0,2010,2010,10,2
"76587",18,10,1,27,14,1,0,2010,2010,10,2
"76588",25,0,1,30,15,1,0,2010,2010,10,2
"76589",29,10,1,24,14,1,0,2010,2010,10,2
"76590",18,0,1,21,0,1,0,2010,2010,10,2
"76591",22,0,1,39,6,1,0,2010,2010,10,3
"76592",55,6,1,57,1,1,0,2010,2010,10,1
"76593",16,11,1,18,11,5,2,2010,2010,10,2
"76594",24,2,1,25,3,1,0,2010,2010,10,2
"76595",28,7,1,55,7,1,0,2010,2010,10,3
"76596",27,15,1,30,15,2,0,2010,2010,10,2
"76597",27,11,1,24,7,1,0,2010,2010,10,2
"76598",39,11,1,35,7,2,0,2010,2010,10,3
"76599",37,7,1,35,7,3,0,2010,2010,10,3
"76600",26,11,1,30,7,4,1,2010,2010,10,2
"76601",26,7,1,29,7,2,0,2010,2010,10,2
"76603",25,10,1,30,6,1,0,2010,2010,10,2
"76604",27,14,1,36,10,1,0,2010,2010,10,3
"76605",18,6,1,21,10,1,0,2010,2010,10,2
"76606",27,6,1,39,6,1,0,2010,2010,10,3
"76607",36,0,1,43,0,1,0,2010,2010,10,3
"76608",23,10,1,28,3,1,0,2010,2010,10,2
"76609",35,6,1,65,10,1,0,2010,2010,10,1
"76610",20,11,1,45,0,1,0,2010,2010,10,3
"76611",45,6,1,57,6,1,0,2010,2010,10,1
"76612",24,10,1,26,10,1,0,2010,2010,10,2
"76613",20,0,1,40,6,1,0,2010,2010,10,3
"76614",24,6,1,27,6,1,0,2010,2010,10,2
"76615",45,10,1,55,0,6,0,2010,2010,10,1
"76616",43,6,1,45,0,3,0,2010,2010,10,1
"76617",39,0,1,40,0,1,0,2010,2010,10,3
"76618",29,7,1,30,7,4,0,2010,2010,10,2
"76619",37,7,1,28,7,5,0,2010,2010,11,3
"76621",24,5,1,28,14,1,0,2010,2010,11,2
"76622",28,15,1,24,7,1,0,2010,2010,11,2
"76623",62,9,1,68,4,1,0,2010,2010,11,1
"76624",26,15,1,32,6,1,0,2010,2010,11,2
"76625",26,15,1,34,15,1,0,2010,2010,11,2
"76626",27,11,4,52,7,2,1,2010,2010,11,3
"76627",30,13,1,44,14,4,1,2010,2010,11,3
"76628",41,14,1,29,7,1,0,2010,2010,11,3
"76629",24,7,1,26,0,1,0,2010,2010,11,2
"76630",33,6,1,25,6,1,0,2010,2010,11,2
"76631",27,6,1,40,6,1,0,2010,2010,11,3
"76632",38,6,1,40,6,1,0,2010,2010,11,3
"76633",19,0,1,20,0,1,0,2010,2010,11,2
"76634",37,6,1,27,6,1,0,2010,2010,11,3
"76635",45,14,1,22,6,2,0,2010,2010,11,3
"76636",32,6,1,35,6,1,0,2010,2010,11,3
"76637",50,14,1,32,14,1,0,2010,2010,11,3
"76638",53,14,1,59,14,1,0,2010,2010,11,1
"76639",35,6,1,35,6,1,0,2010,2010,11,3
"76640",62,6,1,69,6,1,0,2010,2010,11,1
"76641",48,6,1,37,6,1,0,2010,2010,11,1
"76642",49,6,1,41,6,1,0,2010,2010,11,1
"76643",20,14,1,30,6,1,0,2010,2010,11,2
"76644",27,6,1,27,6,1,0,2010,2010,11,2
"76645",30,6,1,28,6,2,0,2010,2010,11,2
"76646",23,0,1,25,6,4,0,2010,2010,11,2
"76647",42,0,1,45,0,12,6,2010,2010,12,1
"76648",49,6,1,32,6,1,0,2010,2010,12,3
"76649",19,6,1,36,3,1,0,2010,2010,12,2
"76650",37,14,1,29,14,1,0,2010,2010,12,3
"76651",24,14,1,26,15,1,0,2010,2010,12,2
"76652",32,7,1,32,11,1,0,2010,2010,12,3
"76653",43,0,1,41,0,1,0,2010,2010,12,1
"76654",26,0,1,34,6,1,0,2010,2010,12,2
"76655",35,7,1,38,7,2,0,2010,2010,12,3
"76656",24,15,1,26,15,2,0,2010,2010,12,2
"76657",22,11,1,21,11,1,0,2010,2010,12,2
"76658",19,7,1,22,15,1,0,2010,2010,12,2
"76659",17,14,1,38,14,1,0,2010,2010,12,2
"76660",43,6,1,38,6,1,0,2010,2010,12,3
"76661",34,0,1,35,0,1,0,2010,2010,12,3
"76664",35,14,1,37,6,2,1,2010,2010,3,3
"76676",30,6,1,37,6,1,0,2010,2010,7,3
"76677",38,0,1,41,7,6,0,2010,2010,7,3
"76678",43,0,1,32,3,1,0,2010,2010,8,3
"76679",30,8,1,35,14,2,0,2010,2010,9,3
"76680",21,6,1,25,7,1,0,2010,2010,9,2
"76681",17,3,1,28,10,2,0,2010,2010,9,2
"76682",32,6,1,35,6,2,0,2010,2010,9,3
"76683",19,6,1,28,6,1,0,2010,2010,11,2
"76684",18,6,1,23,4,1,0,2010,2010,11,2
"76685",31,7,1,28,7,5,3,2010,2010,11,2
"76687",16,10,2,28,10,5,1,2010,2010,1,2
"76688",27,10,1,65,6,2,0,2010,2010,1,3
"76689",29,0,1,33,3,1,0,2010,2010,1,3
"76690",30,10,1,33,10,2,0,2010,2010,1,3
"76691",27,14,1,30,10,1,0,2010,2010,3,2
"76692",21,0,1,23,6,1,0,2010,2010,3,2
"76693",21,6,1,55,0,2,1,2010,2010,3,3
"76694",30,14,1,31,9,1,0,2010,2010,3,2
"76695",48,6,1,51,6,1,0,2010,2010,4,1
"76696",28,7,1,66,7,3,0,2010,2010,4,1
"76697",27,7,1,37,7,1,0,2010,2010,4,3
"76698",24,7,1,29,7,1,0,2010,2010,4,2
"76699",13,7,1,55,0,1,0,2010,2010,5,3
"76700",24,11,1,22,8,1,0,2010,2010,6,2
"76701",19,11,1,20,8,1,0,2010,2010,6,2
"76702",37,11,1,42,10,1,0,2010,2010,6,3
"76703",29,15,1,29,11,1,0,2010,2010,7,2
"76704",19,11,1,19,7,1,0,2010,2010,7,2
"76705",33,11,1,38,11,1,0,2010,2010,8,3
"76706",38,7,1,49,7,1,0,2010,2010,9,3
"76707",23,7,1,25,11,1,0,2010,2010,10,2
"76708",23,15,1,59,11,1,0,2010,2010,10,3
"76709",24,15,1,24,11,2,0,2010,2010,11,2
"76710",24,10,1,29,14,1,0,2010,2010,11,2
"76711",22,11,1,23,11,1,0,2010,2010,12,2
"76712",29,6,1,30,6,4,0,2010,2010,1,2
"76713",28,0,1,30,7,3,0,2010,2010,1,2
"76714",27,15,1,37,0,3,0,2010,2010,1,3
"76715",16,7,1,19,0,2,0,2010,2010,1,2
"76716",24,11,1,26,0,4,0,2010,2010,1,2
"76717",24,7,1,26,0,1,0,2009,2010,1,2
"76718",38,10,1,39,10,1,0,2010,2010,1,3
"76719",35,10,1,56,0,1,0,2010,2010,1,1
"76720",29,14,1,29,14,1,0,2010,2010,1,2
"76721",16,10,1,22,0,1,0,2010,2010,1,2
"76722",24,7,1,29,7,1,0,2010,2010,2,2
"76729",38,0,1,39,0,1,0,2010,2010,3,3
"76730",57,0,1,59,0,1,0,2010,2010,3,1
"76731",23,0,1,24,0,1,0,2010,2010,4,2
"76732",34,14,1,34,7,1,0,2010,2010,4,3
"76733",47,0,1,48,0,1,0,2010,2010,4,1
"76734",35,0,1,42,0,1,0,2010,2010,4,3
"76735",18,7,1,25,0,3,0,2010,2010,4,2
"76736",40,0,4,40,7,5,0,2010,2010,4,3
"76737",28,0,1,29,0,1,0,2010,2010,5,2
"76738",41,10,1,44,0,1,0,2010,2010,5,3
"76739",25,15,1,27,11,1,0,2010,2010,5,2
"76740",37,11,1,45,0,1,0,2010,2010,5,3
"76741",34,15,1,34,0,1,0,2010,2010,5,3
"76742",48,7,1,49,0,1,0,2010,2010,5,1
"76743",17,7,1,22,3,1,0,2010,2010,6,2
"76744",32,11,1,40,14,1,0,2010,2010,6,3
"76745",40,7,1,44,14,1,0,2010,2010,6,3
"76746",27,11,1,30,7,1,0,2010,2010,7,2
"76747",31,7,1,39,7,1,0,2010,2010,7,3
"76748",43,6,1,43,6,1,0,2010,2010,8,1
"76749",29,10,1,30,6,1,0,2010,2010,8,2
"76750",22,10,1,25,0,1,0,2010,2010,8,2
"76751",29,10,1,35,6,1,0,2010,2010,8,3
"76752",39,0,1,38,0,1,0,2010,2010,8,3
"76753",25,11,1,27,0,1,0,2010,2010,8,2
"76754",39,6,1,39,6,1,0,2010,2010,9,3
"76755",44,0,1,38,0,2,0,2010,2010,9,3
"76757",38,15,1,40,10,3,0,2010,2010,9,3
"76758",34,0,1,37,0,1,0,2010,2010,9,3
"76759",24,10,1,24,6,1,0,2010,2010,10,2
"76760",53,14,1,60,6,1,0,2010,2010,10,1
"76761",34,6,1,35,6,1,0,2010,2010,10,3
"76762",28,10,1,30,6,1,0,2010,2010,10,2
"76763",22,15,1,27,15,1,0,2010,2010,10,2
"76764",29,0,1,30,0,4,0,2010,2010,10,2
"76765",18,7,1,20,0,1,0,2010,2010,11,2
"76766",16,11,1,52,0,1,0,2010,2010,11,3
"76767",23,7,1,28,0,1,0,2010,2010,11,2
"76768",23,11,1,26,3,1,0,2010,2010,11,2
"76769",31,0,1,30,6,1,0,2010,2010,12,3
"76770",30,6,1,38,6,1,0,2010,2010,12,3
"76771",27,0,1,32,6,1,0,2010,2010,12,2
"76772",32,7,1,22,7,1,0,2010,2010,2,2
"76773",37,7,1,36,7,1,0,2010,2010,2,3
"76774",25,15,1,28,15,1,0,2010,2010,2,2
"76775",31,6,1,24,6,2,0,2010,2010,3,2
"76776",16,3,2,18,7,1,0,2010,2010,3,2
"76777",24,4,1,28,0,1,0,2010,2010,4,2
"76778",26,7,1,30,7,1,0,2010,2010,4,2
"76779",37,7,1,43,11,1,0,2010,2010,4,3
"76780",26,15,1,25,15,1,0,2010,2010,5,2
"76781",38,7,1,38,7,1,0,2010,2010,5,3
"76782",40,7,1,40,7,1,0,2010,2010,5,3
"76783",34,15,1,30,11,4,0,2010,2010,6,3
"76784",30,14,1,34,11,1,0,2010,2010,6,3
"76785",30,0,1,37,10,1,0,2010,2010,6,3
"76786",40,11,1,35,7,1,0,2010,2010,8,3
"76787",21,7,1,22,7,1,0,2010,2010,9,2
"76788",35,7,1,30,7,1,0,2010,2010,9,3
"76789",26,7,1,31,11,1,0,2010,2010,9,2
"76790",17,6,1,19,5,1,0,2010,2010,9,2
"76791",15,0,1,22,7,1,0,2010,2010,9,2
"76792",30,7,1,50,0,1,0,2010,2010,9,3
"76793",18,0,1,41,0,1,0,2010,2010,9,3
"76794",70,0,2,42,0,2,1,2010,2010,12,1
"76795",13,7,2,18,0,1,0,2010,2010,12,2
"76796",28,7,1,30,6,1,0,2010,2010,12,2
"76797",22,7,1,23,10,1,0,2010,2010,12,2
"76798",18,6,1,20,6,1,0,2010,2010,1,2
"76799",32,1,1,46,2,1,0,2010,2010,1,3
"76800",30,6,1,34,3,1,0,2010,2010,1,3
"76801",23,7,1,18,6,1,0,2010,2010,1,2
"76802",40,14,1,21,6,1,0,2010,2010,1,2
"76803",18,7,1,25,7,2,0,2010,2010,1,2
"76805",17,6,1,23,6,1,0,2010,2010,2,2
"76806",33,12,1,53,17,1,0,2010,2010,2,3
"76807",53,6,1,18,6,3,1,2010,2010,3,3
"76808",62,2,1,68,2,3,2,2010,2010,3,1
"76809",30,6,1,30,6,1,0,2010,2010,3,2
"76810",28,10,1,34,6,1,0,2010,2010,4,3
"76811",32,6,1,49,0,1,0,2010,2010,4,3
"76812",23,6,1,37,6,1,0,2010,2010,4,2
"76813",34,1,1,52,14,1,0,2010,2010,4,3
"76814",22,14,1,27,6,1,0,2010,2010,5,2
"76815",35,0,1,37,9,1,0,2010,2010,5,3
"76816",40,14,1,45,10,1,0,2010,2010,6,3
"76817",53,6,1,58,2,1,0,2010,2010,6,1
"76818",17,12,1,24,14,1,0,2010,2010,6,2
"76819",22,4,1,62,4,1,0,2010,2010,9,3
"76821",24,6,1,26,6,1,0,2010,2010,11,2
"76823",20,7,1,25,10,2,0,2010,2010,1,2
"76824",25,7,1,27,7,1,0,2010,2010,4,2
"76826",43,7,1,44,7,1,0,2010,2010,5,1
"76827",35,0,1,38,3,1,0,2010,2010,9,3
"76829",19,7,1,23,0,1,0,2010,2010,10,2
"76830",36,7,1,37,7,1,0,2010,2010,11,3
"76831",43,7,1,45,7,7,0,2010,2010,11,1
"76832",31,2,1,37,6,1,0,2010,2010,12,3
"76833",39,2,1,49,2,1,0,2010,2010,12,1
"76834",20,9,1,24,7,2,0,2010,2010,12,2
"76835",34,0,1,40,3,5,2,2010,2010,12,3
"76836",34,0,1,44,0,1,0,2010,2010,2,3
"76838",50,7,1,46,7,2,0,2010,2010,5,1
"76839",47,0,1,49,0,4,3,2010,2010,7,1
"76841",32,7,1,35,7,1,0,2010,2010,9,3
"76843",33,5,1,40,8,1,0,2010,2010,1,3
"76844",22,3,1,58,0,1,0,2010,2010,1,3
"76845",21,1,1,26,10,1,0,2010,2010,1,2
"76846",29,0,1,26,6,1,0,2010,2010,2,2
"76847",36,0,1,22,7,1,0,2010,2010,2,2
"76848",24,0,1,23,10,1,0,2010,2010,2,2
"76849",22,15,1,22,15,1,0,2010,2010,2,2
"76850",45,3,1,38,4,1,0,2010,2010,2,3
"76851",26,0,1,28,0,1,0,2010,2010,2,2
"76853",32,6,1,33,6,1,0,2010,2010,3,3
"76854",36,0,1,43,0,1,0,2010,2010,3,3
"76855",19,0,1,22,0,3,0,2010,2010,3,2
"76856",43,0,1,55,0,2,0,2010,2010,3,1
"76857",30,0,1,35,0,3,0,2010,2010,3,3
"76858",30,0,1,22,0,1,0,2010,2010,3,2
"76859",52,0,1,50,0,3,0,2010,2010,4,1
"76860",24,3,1,28,5,3,0,2010,2010,5,2
"76861",29,0,1,25,1,1,0,2010,2010,5,2
"76862",16,9,1,19,3,1,0,2010,2010,5,2
"76863",19,0,1,25,0,1,0,2010,2010,5,2
"76864",30,0,1,37,7,3,0,2010,2010,5,3
"76865",25,1,1,23,11,4,0,2010,2010,6,2
"76867",39,12,1,45,10,1,0,2010,2010,6,3
"76868",54,7,1,42,7,1,0,2010,2010,6,1
"76869",20,0,1,29,0,1,0,2010,2010,10,2
"76870",22,0,1,32,0,1,0,2010,2010,10,2
"76871",44,7,1,49,0,1,0,2010,2010,10,1
"76872",32,0,1,39,0,3,0,2010,2010,11,3
"76873",20,13,1,25,6,2,0,2010,2010,12,2
"76874",30,0,1,37,0,1,0,2010,2010,12,3
"76875",19,4,2,18,4,1,0,2010,2010,2,2
"76876",23,3,1,26,0,1,0,2010,2010,4,2
"76877",21,4,1,25,2,1,0,2010,2010,5,2
"76878",38,0,1,18,0,1,0,2010,2010,5,2
"76879",22,2,1,24,0,1,0,2010,2010,5,2
"76880",61,0,1,63,0,1,0,2010,2010,5,1
"76881",39,0,1,32,3,1,0,2010,2010,6,3
"76882",25,0,1,27,3,1,0,2010,2010,6,2
"76883",23,6,1,22,10,1,0,2010,2010,6,2
"76884",41,0,1,49,6,1,0,2010,2010,6,1
"76885",28,3,1,30,6,1,0,2010,2010,7,2
"76886",19,7,1,31,7,2,0,2010,2010,7,2
"76887",34,6,1,35,6,1,0,2010,2010,8,3
"76888",36,2,1,33,6,1,0,2010,2010,8,3
"76889",42,5,1,30,1,1,0,2010,2010,8,3
"76890",20,7,1,24,0,2,0,2010,2010,9,2
"76891",20,10,1,24,6,1,0,2010,2010,9,2
"76892",46,0,1,47,6,3,0,2010,2010,9,1
"76893",19,0,1,25,6,1,0,2010,2010,10,2
"76894",26,1,1,27,1,1,0,2010,2010,10,2
"76895",20,0,1,23,0,1,0,2010,2010,11,2
"76896",23,9,1,39,7,1,0,2010,2010,11,3
"76897",20,9,1,22,14,1,0,2010,2010,11,2
"76898",19,0,1,25,0,1,0,2010,2010,12,2
"76899",23,10,1,28,10,1,0,2010,2010,12,2
"76900",52,7,1,30,0,1,0,2009,2010,1,1
"76901",23,0,1,27,0,1,0,2010,2010,1,2
"76903",22,0,1,29,0,1,0,2010,2010,1,2
"76905",22,6,1,20,1,2,0,2010,2010,1,2
"76906",22,0,1,18,3,1,0,2010,2010,1,2
"76907",36,3,1,39,10,1,0,2010,2010,1,3
"76908",43,0,1,25,0,4,2,2010,2010,1,3
"76909",37,0,1,41,0,1,0,2010,2010,1,3
"76910",36,14,1,37,14,5,3,2010,2010,2,3
"76911",35,14,1,37,14,1,0,2010,2010,2,3
"76912",20,0,1,27,0,1,0,2010,2010,2,2
"76913",23,6,1,30,1,1,0,2010,2010,2,2
"76914",61,15,1,50,23,2,1,2010,2010,2,1
"76915",31,15,1,32,15,3,0,2010,2010,2,3
"76916",24,6,1,23,0,1,0,2010,2010,2,2
"76917",39,0,1,59,0,7,0,2010,2010,2,1
"76918",48,9,1,52,6,4,1,2010,2010,2,1
"76919",21,0,1,22,6,1,0,2010,2010,2,2
"76920",23,10,1,28,10,1,0,2010,2010,2,2
"76921",32,2,1,30,6,4,0,2010,2010,2,3
"76922",28,5,1,53,3,1,0,2009,2010,2,3
"76923",31,21,1,39,14,1,0,2009,2010,2,3
